"","Reporting unit","Reporting unit type","State","Peer group","Time period","Patient cohort","Number of patients","Percentage of patients seen on time","Peer group average"
"244","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2011–12","Resuscitation",51,100,"99%"
"245","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2012–13","Resuscitation",56,100,"100%"
"246","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2013–14","Resuscitation",33,100,"100%"
"247","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2014–15","Resuscitation",35,100,"99%"
"248","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2015–16","Resuscitation",35,100,"100%"
"249","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2016–17","Resuscitation",47,100,"100%"
"250","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2017–18","Resuscitation",46,100,"100%"
"251","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2018–19","Resuscitation",54,100,"100%"
"252","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2019–20","Resuscitation",66,100,"100%"
"253","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2011–12","Semi-Urgent",11850,76,"69%"
"254","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2012–13","Semi-Urgent",11984,80,"71%"
"255","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2013–14","Semi-Urgent",13331,82,"74%"
"256","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2014–15","Semi-Urgent",12593,86,"73%"
"257","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2015–16","Semi-Urgent",11474,90,"72%"
"258","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2016–17","Semi-Urgent",10782,88,"73%"
"259","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2017–18","Semi-Urgent",10853,85,"72%"
"260","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2018–19","Semi-Urgent",11194,82,"71%"
"261","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2019–20","Semi-Urgent",12654,80,"74%"
"262","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2011–12","Urgent",5709,80,"67%"
"263","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2012–13","Urgent",6638,80,"66%"
"264","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2013–14","Urgent",5723,82,"68%"
"265","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2014–15","Urgent",5514,87,"66%"
"266","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2015–16","Urgent",5331,92,"65%"
"267","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2016–17","Urgent",4995,91,"65%"
"268","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2017–18","Urgent",4995,89,"63%"
"269","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2018–19","Urgent",6298,85,"63%"
"270","Belmont Hospital","Hospital","NSW","Medium metropolitan hospitals","2019–20","Urgent",7132,81,"67%"
"271","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2011–12","Emergency",5013,86,"81%"
"272","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2012–13","Emergency",8750,93,"84%"
"273","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2013–14","Emergency",8829,94,"84%"
"274","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2014–15","Emergency",10325,84,"80%"
"275","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2015–16","Emergency",12386,76,"77%"
"276","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2016–17","Emergency",13422,70,"76%"
"277","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2017–18","Emergency",15191,79,"77%"
"278","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2018–19","Emergency",16812,89,"76%"
"279","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2019–20","Emergency",17728,84,"77%"
"280","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2011–12","Non-Urgent",5090,87,"89%"
"281","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2012–13","Non-Urgent",2682,91,"90%"
"282","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2013–14","Non-Urgent",3641,NA,"92%"
"283","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2014–15","Non-Urgent",3944,NA,"92%"
"284","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2015–16","Non-Urgent",3009,93,"92%"
"285","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2016–17","Non-Urgent",2548,92,"92%"
"286","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2017–18","Non-Urgent",3190,91,"92%"
"287","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2018–19","Non-Urgent",3332,92,"91%"
"288","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2019–20","Non-Urgent",4814,95,"94%"
"289","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2011–12","Resuscitation",349,100,"100%"
"290","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2012–13","Resuscitation",436,100,"100%"
"291","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2013–14","Resuscitation",480,100,"100%"
"292","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2014–15","Resuscitation",473,100,"100%"
"293","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2015–16","Resuscitation",518,100,"100%"
"294","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2016–17","Resuscitation",536,100,"100%"
"295","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2017–18","Resuscitation",660,100,"100%"
"296","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2018–19","Resuscitation",766,100,"100%"
"297","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2019–20","Resuscitation",895,100,"100%"
"298","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2011–12","Semi-Urgent",11829,65,"66%"
"299","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2012–13","Semi-Urgent",11595,72,"68%"
"300","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2013–14","Semi-Urgent",12595,83,"72%"
"301","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2014–15","Semi-Urgent",12301,76,"72%"
"302","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2015–16","Semi-Urgent",12166,78,"73%"
"303","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2016–17","Semi-Urgent",12629,69,"73%"
"304","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2017–18","Semi-Urgent",13379,76,"72%"
"305","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2018–19","Semi-Urgent",14632,82,"71%"
"306","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2019–20","Semi-Urgent",15211,83,"74%"
"307","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2011–12","Urgent",10495,52,"62%"
"308","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2012–13","Urgent",11481,58,"63%"
"309","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2013–14","Urgent",12879,74,"65%"
"310","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2014–15","Urgent",12525,65,"63%"
"311","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2015–16","Urgent",14029,64,"63%"
"312","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2016–17","Urgent",15837,52,"61%"
"313","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2017–18","Urgent",17315,66,"60%"
"314","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2018–19","Urgent",17190,78,"59%"
"315","Blacktown Hospital","Hospital","NSW","Large metropolitan hospitals","2019–20","Urgent",17059,77,"64%"
"316","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2011–12","Emergency",763,93,"83%"
"317","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2012–13","Emergency",945,95,"87%"
"318","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2013–14","Emergency",792,84,"85%"
"319","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2014–15","Emergency",1276,82,"86%"
"320","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2015–16","Emergency",1366,89,"83%"
"321","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2016–17","Emergency",1296,83,"84%"
"322","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2017–18","Emergency",1598,81,"84%"
"323","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2018–19","Emergency",1851,70,"82%"
"324","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2019–20","Emergency",1910,69,"81%"
"325","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2011–12","Non-Urgent",1513,93,"92%"
"326","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2012–13","Non-Urgent",2532,92,"94%"
"327","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2013–14","Non-Urgent",2770,91,"94%"
"328","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2014–15","Non-Urgent",1850,95,"95%"
"329","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2015–16","Non-Urgent",2195,94,"95%"
"330","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2016–17","Non-Urgent",2825,95,"95%"
"331","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2017–18","Non-Urgent",2268,92,"94%"
"332","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2018–19","Non-Urgent",1290,91,"94%"
"333","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2011–12","Resuscitation",51,100,"99%"
"334","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2012–13","Resuscitation",61,100,"100%"
"335","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2013–14","Resuscitation",51,100,"100%"
"336","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2014–15","Resuscitation",70,100,"99%"
"337","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2015–16","Resuscitation",62,100,"100%"
"338","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2016–17","Resuscitation",74,100,"99%"
"339","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2017–18","Resuscitation",87,100,"100%"
"340","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2018–19","Resuscitation",100,100,"100%"
"341","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2019–20","Resuscitation",107,100,"100%"
"342","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2011–12","Semi-Urgent",8995,81,"78%"
"343","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2012–13","Semi-Urgent",8218,77,"82%"
"344","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2013–14","Semi-Urgent",8033,76,"80%"
"345","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2014–15","Semi-Urgent",7796,79,"81%"
"346","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2015–16","Semi-Urgent",7927,84,"80%"
"347","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2016–17","Semi-Urgent",8407,83,"79%"
"348","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2017–18","Semi-Urgent",8102,80,"78%"
"349","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2018–19","Semi-Urgent",7659,79,"77%"
"350","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2019–20","Semi-Urgent",7192,80,"77%"
"351","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2011–12","Urgent",5142,80,"78%"
"352","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2012–13","Urgent",4205,76,"81%"
"353","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2013–14","Urgent",4141,81,"80%"
"354","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2014–15","Urgent",5509,75,"79%"
"355","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2015–16","Urgent",5703,82,"77%"
"356","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2016–17","Urgent",5772,80,"77%"
"357","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2017–18","Urgent",6523,76,"75%"
"358","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2018–19","Urgent",7430,75,"74%"
"359","Bowral Hospital","Hospital","NSW","Medium regional hospitals","2019–20","Urgent",7831,75,"72%"
"360","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2011–12","Emergency",930,85,"83%"
"361","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2012–13","Emergency",894,88,"87%"
"362","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2013–14","Emergency",1067,85,"85%"
"363","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2014–15","Emergency",1368,90,"86%"
"364","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2015–16","Emergency",1521,92,"83%"
"365","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2016–17","Emergency",1360,89,"84%"
"366","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2017–18","Emergency",1791,83,"84%"
"367","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2018–19","Emergency",2041,77,"82%"
"368","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2019–20","Emergency",2178,79,"81%"
"369","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2011–12","Non-Urgent",6693,91,"92%"
"370","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2012–13","Non-Urgent",6203,89,"94%"
"371","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2013–14","Non-Urgent",6225,91,"94%"
"372","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2014–15","Non-Urgent",5468,94,"95%"
"373","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2015–16","Non-Urgent",5128,NA,"95%"
"374","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2016–17","Non-Urgent",2681,97,"95%"
"375","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2017–18","Non-Urgent",2320,95,"94%"
"376","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2018–19","Non-Urgent",1942,95,"94%"
"377","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2019–20","Non-Urgent",5085,94,"94%"
"378","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2011–12","Resuscitation",37,100,"99%"
"379","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2012–13","Resuscitation",41,100,"100%"
"380","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2013–14","Resuscitation",55,100,"100%"
"381","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2014–15","Resuscitation",59,100,"99%"
"382","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2015–16","Resuscitation",45,100,"100%"
"383","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2016–17","Resuscitation",59,100,"99%"
"384","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2017–18","Resuscitation",91,100,"100%"
"385","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2018–19","Resuscitation",64,100,"100%"
"386","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2019–20","Resuscitation",50,100,"100%"
"387","Broken Hill Hospital","Hospital","NSW","Medium regional hospitals","2011–12","Semi-Urgent",7006,83,"78%"
